raw_name,standard_name,specification,unit,item_group_key
电动油脂泵380V-8L-4出口,电动油脂泵380V-8L-4出口,电动油脂泵380V-8L-4出口,台,consumable
电动油脂泵6L-3出口带时控器,电动油脂泵6L-3出口带时控器,电动油脂泵6L-3出口带时控器,台,consumable
电子清洗剂,电子清洗剂,电子清洗剂,支,consumable
电子秤,电子秤,电子秤,台,consumable
电机5.5KW,电机5.5KW,电机5.5KW,台,consumable
电柜接地跨线,电柜接地跨线,电柜接地跨线,支,consumable
电柜散热风机,电柜散热风机,电柜散热风机,只,consumable
电柜风扇温控开关蓝色,电柜风扇温控开关蓝色,电柜风扇温控开关蓝色,只,consumable
电柜风扇防雨罩组合380V,电柜风扇防雨罩组合380V,电柜风扇防雨罩组合380V,Nos,consumable
电池,电池,电池,Nos,consumable
电流表600/5A,电流表600/5A,电流表600/5A,只,consumable
电源极性检测器,电源极性检测器,电源极性检测器,台,consumable
电源线,电源线,电源线,支,consumable
电源转换器24V转12V2A,电源转换器24V转12V2A,电源转换器24V转12V2A,只,consumable
电热水龙头,电热水龙头,电热水龙头,套,consumable
电焊手套,电焊手套,电焊手套,双,consumable
电焊机含线,电焊机含线,电焊机含线,套,consumable
电焊机快速接头,电焊机快速接头,电焊机快速接头,套,consumable
电焊机接线夹,电焊机接线夹,电焊机接线夹,Nos,consumable
电焊眼镜,电焊眼镜,电焊眼镜,Nos,consumable
电焊眼镜,电焊眼镜,电焊眼镜,付,consumable
电焊眼镜,电焊眼镜,电焊眼镜,副,consumable
电焊眼镜白色 灰色,电焊眼镜白色 灰色,电焊眼镜白色 灰色,付,consumable
电焊钳600A,电焊钳600A,电焊钳600A,把,consumable
电瓶夹带线,电瓶夹带线,电瓶夹带线,套,consumable
电箱提手,电箱提手,电箱提手,Nos,consumable
电箱锁,电箱锁,电箱锁,套,consumable
电线扎丝,电线扎丝,电线扎丝,卷,consumable
电线杆踩脚,电线杆踩脚,电线杆踩脚,付,consumable
电缆三角支架高0.45m,电缆三角支架高0.45m,电缆三角支架高0.45m,只,consumable
电缆线4*4平方,电缆线4*4平方,电缆线4*4平方,米,consumable
电胶布,电胶布,电胶布,Nos,consumable
电视支架,电视支架,电视支架,套,consumable
电钻夹头钥匙,电钻夹头钥匙,电钻夹头钥匙,把,consumable
电钻锂电池充电器,电钻锂电池充电器,电钻锂电池充电器,Nos,consumable
电镐碳刷,电镐碳刷,电镐碳刷,付,consumable
白磨砂贴膜90,白磨砂贴膜90,白磨砂贴膜90,米,consumable
白色喷漆,白色喷漆,白色喷漆,Nos,consumable
白色喷漆,白色喷漆,白色喷漆,支,consumable
白色喷漆,白色喷漆,白色喷漆,瓶,consumable
白色墙纸3m*0.325m,白色墙纸3m*0.325m,白色墙纸3m*0.325m,块,consumable
白色平光眼镜,白色平光眼镜,白色平光眼镜,Nos,consumable
白色玻璃胶,白色玻璃胶,白色玻璃胶,支,consumable
白色笔,白色笔,白色笔,支,consumable
白色自喷漆,白色自喷漆,白色自喷漆,瓶,consumable
白色记号笔,白色记号笔,白色记号笔,Nos,consumable
白色记号笔,白色记号笔,白色记号笔,支,consumable
白色调和剂,白色调和剂,白色调和剂,桶,consumable
白色调和油漆,白色调和油漆,白色调和油漆,桶,consumable
百叶轮,百叶轮,百叶轮,片,consumable
百叶轮80# 120# 240#,百叶轮80# 120# 240#,百叶轮80# 120# 240#,片,consumable
皮带1041,皮带1041,皮带1041,支,consumable
直接扣件,直接扣件,直接扣件,只,consumable
盾构铜比塔接头DN100,盾构铜比塔接头DN100,盾构铜比塔接头DN100,只,consumable
石棉布3.5mm,石棉布3.5mm,石棉布3.5mm,㎡,consumable
石笔,石笔,石笔,Nos,consumable
石笔,石笔,石笔,盒,consumable
砂纸,砂纸,砂纸,张,consumable
砂轮片,砂轮片,砂轮片,片,consumable
砖刀,砖刀,砖刀,Nos,consumable
碘伏500ml,碘伏500ml,碘伏500ml,瓶,consumable
碳刷43#,碳刷43#,碳刷43#,副,consumable
碳刷900#,碳刷900#,碳刷900#,副,consumable
碳弧气刨枪带2米线,碳弧气刨枪带2米线,碳弧气刨枪带2米线,套,consumable
碳棒6MM,碳棒6MM,碳棒6MM,支,consumable
碳棒8mm,碳棒8mm,碳棒8mm,盒,consumable
磁吸式透明软玻璃门帘2.55m*1.46m*3mm,磁吸式透明软玻璃门帘2.55m*1.46m*3mm,磁吸式透明软玻璃门帘2.55m*1.46m*3mm,付,consumable
磁珠,磁珠,磁珠,Nos,consumable
磨光机压头,磨光机压头,磨光机压头,套,consumable
租液压扳手,租液压扳手,租液压扳手,天,consumable
稀释剂,稀释剂,稀释剂,Nos,consumable
稀释剂12KG,稀释剂12KG,稀释剂12KG,桶,consumable
稀释剂12kg,稀释剂12kg,稀释剂12kg,桶,consumable
空压机管顺丰邮费110元,空压机管顺丰邮费110元,空压机管顺丰邮费110元,项,consumable
窗帘支架,窗帘支架,窗帘支架,套,consumable
窗帘机子,窗帘机子,窗帘机子,套,consumable
窗帘架拉链,窗帘架拉链,窗帘架拉链,套,consumable
立式灭火标志,立式灭火标志,立式灭火标志,套,consumable
立邦中灰防锈漆18KG,立邦中灰防锈漆18KG,立邦中灰防锈漆18KG,桶,consumable
立邦中黄油漆18KG,立邦中黄油漆18KG,立邦中黄油漆18KG,桶,consumable
立邦云净抗甲醛内墙乳胶漆5L,立邦云净抗甲醛内墙乳胶漆5L,立邦云净抗甲醛内墙乳胶漆5L,桶,consumable
立邦外墙漆,立邦外墙漆,立邦外墙漆,桶,consumable
立邦大红防锈漆18KG,立邦大红防锈漆18KG,立邦大红防锈漆18KG,桶,consumable
立邦桔红防锈漆18KG,立邦桔红防锈漆18KG,立邦桔红防锈漆18KG,桶,consumable
立邦桔黄色油漆18kg,立邦桔黄色油漆18kg,立邦桔黄色油漆18kg,桶,consumable
立邦桔黄色防锈漆18kg,立邦桔黄色防锈漆18kg,立邦桔黄色防锈漆18kg,桶,consumable
立邦淡黄灰防锈漆18KG,立邦淡黄灰防锈漆18KG,立邦淡黄灰防锈漆18KG,桶,consumable
立邦深黄防锈漆18KG,立邦深黄防锈漆18KG,立邦深黄防锈漆18KG,桶,consumable
立邦环保涂料5合1,立邦环保涂料5合1,立邦环保涂料5合1,桶,consumable
立邦白色18kg,立邦白色18kg,立邦白色18kg,桶,consumable
立邦白色油漆18KG,立邦白色油漆18KG,立邦白色油漆18KG,桶,consumable
立邦白色漆18kg,立邦白色漆18kg,立邦白色漆18kg,桶,consumable
立邦白色防水乳胶漆18KG,立邦白色防水乳胶漆18KG,立邦白色防水乳胶漆18KG,桶,consumable
立邦白色防锈漆18KG,立邦白色防锈漆18KG,立邦白色防锈漆18KG,桶,consumable
立邦白色防锈漆18kg,立邦白色防锈漆18kg,立邦白色防锈漆18kg,桶,consumable
立邦稀释剂12KG,立邦稀释剂12KG,立邦稀释剂12KG,桶,consumable
立邦蓝色油漆18kg,立邦蓝色油漆18kg,立邦蓝色油漆18kg,桶,consumable
立邦金属漆18KG,立邦金属漆18KG,立邦金属漆18KG,桶,consumable
立邦铁红防锈漆18KG,立邦铁红防锈漆18KG,立邦铁红防锈漆18KG,桶,consumable
立邦铁红防锈漆18kg,立邦铁红防锈漆18kg,立邦铁红防锈漆18kg,桶,consumable
立邦防水乳胶漆18KG,立邦防水乳胶漆18KG,立邦防水乳胶漆18KG,桶,consumable
立邦黑色防锈漆18KG,立邦黑色防锈漆18KG,立邦黑色防锈漆18KG,桶,consumable
竹扫把,竹扫把,竹扫把,把,consumable
等离子调节器,等离子调节器,等离子调节器,Nos,consumable
管型接线端子2.5平方,管型接线端子2.5平方,管型接线端子2.5平方,包,consumable
管型接线端子4平方,管型接线端子4平方,管型接线端子4平方,包,consumable
管夹运费48元,管夹运费48元,管夹运费48元,项,consumable
管片密封胶水,管片密封胶水,管片密封胶水,桶,consumable
管片强力胶水,管片强力胶水,管片强力胶水,桶,consumable
管道泵5.5KW-50,管道泵5.5KW-50,管道泵5.5KW-50,台,consumable
箱子,箱子,箱子,Nos,consumable
精密电子清洁剂,精密电子清洁剂,精密电子清洁剂,支,consumable
糯米胶,糯米胶,糯米胶,平方,consumable
红兰色喷漆,红兰色喷漆,红兰色喷漆,支,consumable
红模板1830*915*14,红模板1830*915*14,红模板1830*915*14,张,consumable
红模板2.4m*1.22m*15mm,红模板2.4m*1.22m*15mm,红模板2.4m*1.22m*15mm,块,consumable
红模板2.4m*1.22m*15mm,红模板2.4m*1.22m*15mm,红模板2.4m*1.22m*15mm,张,consumable
红白棋,红白棋,红白棋,米,consumable
红色伸缩杆,红色伸缩杆,红色伸缩杆,Nos,consumable
红色油性记号笔,红色油性记号笔,红色油性记号笔,支,consumable
红色自喷漆,红色自喷漆,红色自喷漆,支,consumable
红色自喷漆,红色自喷漆,红色自喷漆,瓶,consumable
红色调和油漆,红色调和油漆,红色调和油漆,桶,consumable
红花油,红花油,红花油,瓶,consumable
纯棉大白布,纯棉大白布,纯棉大白布,Kg,consumable
纯棉白布,纯棉白布,纯棉白布,Kg,consumable
纯铜黄油咀M10,纯铜黄油咀M10,纯铜黄油咀M10,只,consumable
纱布大包,纱布大包,纱布大包,包,consumable
纳基膨润土,纳基膨润土,纳基膨润土,T,consumable
线卡,线卡,线卡,盒,consumable
线槽,线槽,线槽,条,consumable
线槽,线槽,线槽,根,consumable
线槽,线槽,线槽,米,consumable
线管,线管,线管,米,consumable
细砂纸,细砂纸,细砂纸,张,consumable
绝缘一字螺丝刀3*75,绝缘一字螺丝刀3*75,绝缘一字螺丝刀3*75,把,consumable
绝缘十字螺丝刀4*100,绝缘十字螺丝刀4*100,绝缘十字螺丝刀4*100,把,consumable
绝缘十字螺丝刀5*125,绝缘十字螺丝刀5*125,绝缘十字螺丝刀5*125,把,consumable
绝缘橡胶板3mm,绝缘橡胶板3mm,绝缘橡胶板3mm,Kg,consumable
绝缘胶带,绝缘胶带,绝缘胶带,卷,consumable
维修37千瓦电机,维修37千瓦电机,维修37千瓦电机,台,service_item
维修5.5 千w水泵线圈换线,维修5.5 千w水泵线圈换线,维修5.5 千w水泵线圈换线,台,service_item
维修5.5千w水泵换线圈,维修5.5千w水泵换线圈,维修5.5千w水泵换线圈,台,service_item
维修三级旋涂泵叶轮,维修三级旋涂泵叶轮,维修三级旋涂泵叶轮,台,service_item
维修二保焊机,维修二保焊机,维修二保焊机,Nos,service_item
维修二保焊机,维修二保焊机,维修二保焊机,台,service_item
维修切割机,维修切割机,维修切割机,台,service_item
维修叶轮轴,维修叶轮轴,维修叶轮轴,次,service_item
维修增吸泵,维修增吸泵,维修增吸泵,台,service_item
维修对讲机,维修对讲机,维修对讲机,部,service_item
维修推进泵,维修推进泵,维修推进泵,台,service_item
维修推进泵换铜线圈,维修推进泵换铜线圈,维修推进泵换铜线圈,Nos,service_item
维修推进泵换铜线圈,维修推进泵换铜线圈,维修推进泵换铜线圈,台,service_item
维修气动扳手,维修气动扳手,维修气动扳手,支,service_item
维修水泵,维修水泵,维修水泵,台,service_item
维修注浆泵,维修注浆泵,维修注浆泵,台,service_item
维修清水泵,维修清水泵,维修清水泵,台,service_item
维修电动工具,维修电动工具,维修电动工具,台,service_item
维修电焊机,维修电焊机,维修电焊机,Nos,service_item
维修电锤,维修电锤,维修电锤,台,service_item
维修空调,维修空调,维修空调,次,service_item
维修空调加氟,维修空调加氟,维修空调加氟,次,service_item
维修锂电钻,维修锂电钻,维修锂电钻,Nos,service_item
绷带,绷带,绷带,卷,consumable
绿色自喷漆,绿色自喷漆,绿色自喷漆,瓶,consumable
编织袋,编织袋,编织袋,Nos,consumable
编织袋0.8m*1.2m,编织袋0.8m*1.2m,编织袋0.8m*1.2m,条,consumable
缠绕固定器,缠绕固定器,缠绕固定器,米,consumable
网线,网线,网线,条,consumable
网线,网线,网线,米,consumable
网线对接头,网线对接头,网线对接头,只,consumable
网线钳,网线钳,网线钳,把,consumable
羊毛刷,羊毛刷,羊毛刷,Nos,consumable
羊毛刷2.5寸,羊毛刷2.5寸,羊毛刷2.5寸,只,consumable
羊毛刷2寸,羊毛刷2寸,羊毛刷2寸,把,consumable
羊毛刷3寸,羊毛刷3寸,羊毛刷3寸,把,consumable
羊毛刷4寸,羊毛刷4寸,羊毛刷4寸,只,consumable
羊毛刷4寸,羊毛刷4寸,羊毛刷4寸,把,consumable
羊毛漆刷大号,羊毛漆刷大号,羊毛漆刷大号,支,consumable
羊镐柄,羊镐柄,羊镐柄,支,consumable
美工刀,美工刀,美工刀,Nos,consumable
美工刀,美工刀,美工刀,把,consumable
美工刀,美工刀,美工刀,支,consumable
美工刀片,美工刀片,美工刀片,合,consumable
美式高强度弓形卸扣17T,美式高强度弓形卸扣17T,美式高强度弓形卸扣17T,只,consumable
美的大1.5匹冷暖空调,美的大1.5匹冷暖空调,美的大1.5匹冷暖空调,台,consumable
老虎钳7寸,老虎钳7寸,老虎钳7寸,把,consumable
耦合剂100mL,耦合剂100mL,耦合剂100mL,支,consumable
联轴器缓冲圈,联轴器缓冲圈,联轴器缓冲圈,套,consumable
聚氨酯堵漏剂20KG,聚氨酯堵漏剂20KG,聚氨酯堵漏剂20KG,桶,consumable
聚氨酯枪头,聚氨酯枪头,聚氨酯枪头,Nos,consumable
聚氨酯泡沫填缝剂,聚氨酯泡沫填缝剂,聚氨酯泡沫填缝剂,瓶,consumable
聚氨酯胶枪,聚氨酯胶枪,聚氨酯胶枪,Nos,consumable
背胶草坪1m*3.0,背胶草坪1m*3.0,背胶草坪1m*3.0,㎡,consumable
背胶防撞条,背胶防撞条,背胶防撞条,米,consumable
胶手套,胶手套,胶手套,Nos,consumable
胶手套,胶手套,胶手套,付,consumable
胶手套,胶手套,胶手套,双,consumable
胶水,胶水,胶水,Nos,consumable
胶水,胶水,胶水,瓶,consumable
胶管16-4MPa-100米,胶管16-4MPa-100米,胶管16-4MPa-100米,根,consumable
胶管36*2-2层-1.1米,胶管36*2-2层-1.1米,胶管36*2-2层-1.1米,根,consumable
胶管36*2-2层-1.2米,胶管36*2-2层-1.2米,胶管36*2-2层-1.2米,根,consumable
胶管36*2-2层-1.3米,胶管36*2-2层-1.3米,胶管36*2-2层-1.3米,根,consumable
胶管36*2-2层-10米,胶管36*2-2层-10米,胶管36*2-2层-10米,根,consumable
胶管36*2-2层-11米,胶管36*2-2层-11米,胶管36*2-2层-11米,根,consumable
胶管36*2-2层-12米,胶管36*2-2层-12米,胶管36*2-2层-12米,根,consumable
胶管36*2-2层-15.9米,胶管36*2-2层-15.9米,胶管36*2-2层-15.9米,根,consumable
胶管36*2-2层-15米,胶管36*2-2层-15米,胶管36*2-2层-15米,根,consumable
胶管36*2-2层-17.7米,胶管36*2-2层-17.7米,胶管36*2-2层-17.7米,根,consumable
胶管36*2-2层-1米,胶管36*2-2层-1米,胶管36*2-2层-1米,根,consumable
胶管36*2-2层-2.3米,胶管36*2-2层-2.3米,胶管36*2-2层-2.3米,根,consumable
胶管36*2-2层-2.5米,胶管36*2-2层-2.5米,胶管36*2-2层-2.5米,根,consumable
胶管36*2-2层-3.3米,胶管36*2-2层-3.3米,胶管36*2-2层-3.3米,根,consumable
胶管36*2-2层-3.4米,胶管36*2-2层-3.4米,胶管36*2-2层-3.4米,根,consumable
胶管36*2-2层-3.9米,胶管36*2-2层-3.9米,胶管36*2-2层-3.9米,根,consumable
胶管36*2-2层-4.2米,胶管36*2-2层-4.2米,胶管36*2-2层-4.2米,根,consumable
胶管36*2-2层-5.2米,胶管36*2-2层-5.2米,胶管36*2-2层-5.2米,根,consumable
胶管36*2-2层-5.9米,胶管36*2-2层-5.9米,胶管36*2-2层-5.9米,根,consumable
胶管36*2-2层-7.3米,胶管36*2-2层-7.3米,胶管36*2-2层-7.3米,根,consumable
胶管36*2-2层-7.5米,胶管36*2-2层-7.5米,胶管36*2-2层-7.5米,根,consumable
胶管36*2-2层-7.9米,胶管36*2-2层-7.9米,胶管36*2-2层-7.9米,根,consumable
胶管36*2-2层-8.3米,胶管36*2-2层-8.3米,胶管36*2-2层-8.3米,根,consumable
胶管36*2H-2层-10米,胶管36*2H-2层-10米,胶管36*2H-2层-10米,根,consumable
胶管36*2H-2层-11米,胶管36*2H-2层-11米,胶管36*2H-2层-11米,根,consumable
胶管36*2H-2层-12米,胶管36*2H-2层-12米,胶管36*2H-2层-12米,根,consumable
胶管36*2H-2层-14米,胶管36*2H-2层-14米,胶管36*2H-2层-14米,根,consumable
胶管36*2H-2层-1米,胶管36*2H-2层-1米,胶管36*2H-2层-1米,根,consumable
胶管36*2H-2层-2.5米,胶管36*2H-2层-2.5米,胶管36*2H-2层-2.5米,根,consumable
胶管36*2H-2层-2米,胶管36*2H-2层-2米,胶管36*2H-2层-2米,条,consumable
胶管36*2H-2层-3.4米,胶管36*2H-2层-3.4米,胶管36*2H-2层-3.4米,根,consumable
胶管36*2H-2层-3米,胶管36*2H-2层-3米,胶管36*2H-2层-3米,条,consumable
胶管M20*1.5-2层-0.5米,胶管M20*1.5-2层-0.5米,胶管M20*1.5-2层-0.5米,根,consumable
胶管M20*1.5-2层-1米,胶管M20*1.5-2层-1米,胶管M20*1.5-2层-1米,根,consumable
胶管运费190元,胶管运费190元,胶管运费190元,项,consumable
胶管运费60元,胶管运费60元,胶管运费60元,项,consumable
脱漆剂,脱漆剂,脱漆剂,瓶,consumable
膨润土运费1400元,膨润土运费1400元,膨润土运费1400元,项,consumable
膨润土运费1700元,膨润土运费1700元,膨润土运费1700元,项,consumable
膨润土运费800元,膨润土运费800元,膨润土运费800元,项,consumable
膨胀止水条5mm*30mm,膨胀止水条5mm*30mm,膨胀止水条5mm*30mm,米,consumable
膨胀螺丝M12*100,膨胀螺丝M12*100,膨胀螺丝M12*100,支,consumable
膨胀螺丝Φ10,膨胀螺丝Φ10,膨胀螺丝Φ10,支,consumable
膨胀螺丝Φ10*110,膨胀螺丝Φ10*110,膨胀螺丝Φ10*110,支,consumable
膨胀螺丝Φ10*80,膨胀螺丝Φ10*80,膨胀螺丝Φ10*80,支,consumable
膨胀螺丝Φ12*110,膨胀螺丝Φ12*110,膨胀螺丝Φ12*110,支,consumable
膨胀螺丝Φ12*80,膨胀螺丝Φ12*80,膨胀螺丝Φ12*80,支,consumable
膨胀螺丝Φ8*70,膨胀螺丝Φ8*70,膨胀螺丝Φ8*70,支,consumable
膨胀螺丝Φ8*90,膨胀螺丝Φ8*90,膨胀螺丝Φ8*90,支,consumable
膨胀钉钩,膨胀钉钩,膨胀钉钩,只,consumable
自动电动油脂泵,自动电动油脂泵,自动电动油脂泵,套,consumable
自攻螺丝60mm,自攻螺丝60mm,自攻螺丝60mm,盒,consumable
自攻螺丝M4,自攻螺丝M4,自攻螺丝M4,只,consumable
自攻螺丝大盒,自攻螺丝大盒,自攻螺丝大盒,合,consumable
自锁气管接头公头,自锁气管接头公头,自锁气管接头公头,Nos,consumable
自锁气管接头螺母,自锁气管接头螺母,自锁气管接头螺母,Nos,consumable
花兰螺丝M14*200,花兰螺丝M14*200,花兰螺丝M14*200,只,consumable
苏泊尔热水壶,苏泊尔热水壶,苏泊尔热水壶,Nos,consumable
草坪贴纸,草坪贴纸,草坪贴纸,米,consumable
草帽,草帽,草帽,Nos,consumable
草皮,草皮,草皮,米,consumable
草酸,草酸,草酸,桶,consumable
莱赛激光红外水平仪,莱赛激光红外水平仪,莱赛激光红外水平仪,套,consumable
葱绿色自喷漆,葱绿色自喷漆,葱绿色自喷漆,瓶,consumable
薄膜,薄膜,薄膜,㎡,consumable
薄膜,薄膜,薄膜,卷,consumable
蘑菇头进口油封,蘑菇头进口油封,蘑菇头进口油封,Nos,consumable
蘑菇头进口防尘圈,蘑菇头进口防尘圈,蘑菇头进口防尘圈,Nos,consumable
蚕丝被,蚕丝被,蚕丝被,Nos,consumable
蚕丝被,蚕丝被,蚕丝被,套,consumable
蛇皮袋,蛇皮袋,蛇皮袋,条,consumable
蝴蝶扣子母环15T,蝴蝶扣子母环15T,蝴蝶扣子母环15T,Nos,consumable
螺丝,螺丝,螺丝,Nos,consumable
螺丝取出口,螺丝取出口,螺丝取出口,套,consumable
螺丝取出器,螺丝取出器,螺丝取出器,套,consumable
螺丝配件,螺丝配件,螺丝配件,Nos,consumable
螺口灯头,螺口灯头,螺口灯头,Nos,consumable
螺杆10*50,螺杆10*50,螺杆10*50,Nos,consumable
螺纹灯座,螺纹灯座,螺纹灯座,只,consumable
螺纹钢20E*12米,螺纹钢20E*12米,螺纹钢20E*12米,T,consumable
螺纹钢运费1400元,螺纹钢运费1400元,螺纹钢运费1400元,项,consumable
行车吊钩保险扣16T,行车吊钩保险扣16T,行车吊钩保险扣16T,Nos,consumable
行车吊钩保险扣20T,行车吊钩保险扣20T,行车吊钩保险扣20T,Nos,consumable
衣架,衣架,衣架,把,consumable
袋子,袋子,袋子,Nos,consumable
被子,被子,被子,Nos,consumable
装卸费+运费430,装卸费+运费430,装卸费+运费430,项,consumable
装卸费+运费460元,装卸费+运费460元,装卸费+运费460元,项,consumable
装接线端子RJ45-04,装接线端子RJ45-04,装接线端子RJ45-04,只,consumable
角钢50*50,角钢50*50,角钢50*50,米,consumable
角铁40*40,角铁40*40,角铁40*40,根,consumable
角铁50*50,角铁50*50,角铁50*50,米,consumable
警示反光踢脚板30cm,警示反光踢脚板30cm,警示反光踢脚板30cm,米,consumable
订做不锈钢变径接头450*450,订做不锈钢变径接头450*450,订做不锈钢变径接头450*450,Nos,consumable
订做不锈钢排烟罩500*600,订做不锈钢排烟罩500*600,订做不锈钢排烟罩500*600,Nos,consumable
订做异性垫片330*260*5,订做异性垫片330*260*5,订做异性垫片330*260*5,Nos,consumable
订做环形钢丝绳40mm*1.5m,订做环形钢丝绳40mm*1.5m,订做环形钢丝绳40mm*1.5m,Nos,consumable
订做离心机滤网1.4米*0.31米*0.72米,订做离心机滤网1.4米*0.31米*0.72米,订做离心机滤网1.4米*0.31米*0.72米,Nos,consumable
订制36不锈钢骑马卡36*2.0,订制36不锈钢骑马卡36*2.0,订制36不锈钢骑马卡36*2.0,Nos,consumable
订制不锈钢户外电箱7.5KW,订制不锈钢户外电箱7.5KW,订制不锈钢户外电箱7.5KW,台,consumable
订制不锈钢漏空标识字牌,订制不锈钢漏空标识字牌,订制不锈钢漏空标识字牌,Nos,consumable
订制货号牌,订制货号牌,订制货号牌,Nos,consumable
订制铭牌70*40,订制铭牌70*40,订制铭牌70*40,只,consumable
记号笔,记号笔,记号笔,Nos,consumable
记号笔,记号笔,记号笔,支,consumable
设备按钮标示贴,设备按钮标示贴,设备按钮标示贴,Nos,consumable
设备维修保养记录本,设备维修保养记录本,设备维修保养记录本,本,service_item
诺力手动液压叉车2T,诺力手动液压叉车2T,诺力手动液压叉车2T,台,consumable
货拉拉从上海到南京运费802.5元,货拉拉从上海到南京运费802.5元,货拉拉从上海到南京运费802.5元,项,consumable
货拉拉送安全阀395元,货拉拉送安全阀395元,货拉拉送安全阀395元,项,consumable
贴胶手套,贴胶手套,贴胶手套,Nos,consumable
起帆1.5平方电线,起帆1.5平方电线,起帆1.5平方电线,米,consumable
起帆16平方地线,起帆16平方地线,起帆16平方地线,米,consumable
起帆16平方电线,起帆16平方电线,起帆16平方电线,米,consumable
起帆2.5㎡电线,起帆2.5㎡电线,起帆2.5㎡电线,米,consumable
起帆2.5平方电线,起帆2.5平方电线,起帆2.5平方电线,米,consumable
起帆3*4+2*2.5电线,起帆3*4+2*2.5电线,起帆3*4+2*2.5电线,米,consumable
起帆3*6+1电缆,起帆3*6+1电缆,起帆3*6+1电缆,米,consumable
起帆4㎡电线,起帆4㎡电线,起帆4㎡电线,米,consumable
起帆6㎡电线,起帆6㎡电线,起帆6㎡电线,米,consumable
起帆BV10平方电线,起帆BV10平方电线,起帆BV10平方电线,米,consumable
起帆BV2.5平方电线,起帆BV2.5平方电线,起帆BV2.5平方电线,米,consumable
起帆BV25平方电线,起帆BV25平方电线,起帆BV25平方电线,米,consumable
起帆RV1平方兰白色软线,起帆RV1平方兰白色软线,起帆RV1平方兰白色软线,米,consumable
起帆RV1平方兰色软线,起帆RV1平方兰色软线,起帆RV1平方兰色软线,米,consumable
起帆RV2.5平方红色 蓝色 地线,起帆RV2.5平方红色 蓝色 地线,起帆RV2.5平方红色 蓝色 地线,米,consumable
起帆RV4平方兰色软线,起帆RV4平方兰色软线,起帆RV4平方兰色软线,米,consumable
起帆双色接地线16平方,起帆双色接地线16平方,起帆双色接地线16平方,米,consumable
起帆电缆3*1.5+1,起帆电缆3*1.5+1,起帆电缆3*1.5+1,米,consumable
起帆电缆3*2.5,起帆电缆3*2.5,起帆电缆3*2.5,米,consumable
起帆电缆3*6+2*2.5,起帆电缆3*6+2*2.5,起帆电缆3*6+2*2.5,米,consumable
起帆电缆3*6+2.5,起帆电缆3*6+2.5,起帆电缆3*6+2.5,米,consumable
起帆电缆4*2.5,起帆电缆4*2.5,起帆电缆4*2.5,米,consumable
起帆电缆线3*1.5+1,起帆电缆线3*1.5+1,起帆电缆线3*1.5+1,米,consumable
起帆电缆线3*16+1*10,起帆电缆线3*16+1*10,起帆电缆线3*16+1*10,米,consumable
起帆电缆线3*2.5+1*1.5,起帆电缆线3*2.5+1*1.5,起帆电缆线3*2.5+1*1.5,米,consumable
起帆电缆线3*4+1*2.5,起帆电缆线3*4+1*2.5,起帆电缆线3*4+1*2.5,米,consumable
起帆软电缆兰白色1平方,起帆软电缆兰白色1平方,起帆软电缆兰白色1平方,米,consumable
起帆软电缆兰白色4平方,起帆软电缆兰白色4平方,起帆软电缆兰白色4平方,米,consumable
起帆软电缆兰色1平方,起帆软电缆兰色1平方,起帆软电缆兰色1平方,米,consumable
起重链条调节器15T,起重链条调节器15T,起重链条调节器15T,Nos,consumable
超高压接运费130元,超高压接运费130元,超高压接运费130元,项,consumable
路锥1米,路锥1米,路锥1米,Nos,consumable
转换宝塔头,转换宝塔头,转换宝塔头,套,consumable
软管,软管,软管,Nos,consumable
轴向压力表,轴向压力表,轴向压力表,只,consumable
轴承,轴承,轴承,Nos,consumable
轴承,轴承,轴承,只,consumable
边角刷伸缩杆,边角刷伸缩杆,边角刷伸缩杆,根,consumable
迈克重型矿井卡箍DN150,迈克重型矿井卡箍DN150,迈克重型矿井卡箍DN150,只,consumable
运费,运费,运费,项,consumable
运费1000,运费1000,运费1000,项,consumable
运费1500元,运费1500元,运费1500元,项,consumable
运费180,运费180,运费180,项,consumable
运费1次,运费1次,运费1次,项,consumable
运费560,运费560,运费560,项,consumable
进口450KG*32x4SH高压油管,进口450KG*32x4SH高压油管,进口450KG*32x4SH高压油管,米,consumable
进口52x4SH高压油管,进口52x4SH高压油管,进口52x4SH高压油管,米,consumable
进口5KG钢丝绳专用剂,进口5KG钢丝绳专用剂,进口5KG钢丝绳专用剂,桶,consumable
进口SKF-2315轴承,进口SKF-2315轴承,进口SKF-2315轴承,Nos,consumable
进口SKF-37327油封,进口SKF-37327油封,进口SKF-37327油封,Nos,consumable
进口TIMKEN-J90354轴承,进口TIMKEN-J90354轴承,进口TIMKEN-J90354轴承,Nos,consumable
进口½x700KG高压油管,进口½x700KG高压油管,进口½x700KG高压油管,米,consumable
进口不锈钢压钳机,进口不锈钢压钳机,进口不锈钢压钳机,台,consumable
进口东泰s1-5910胶,进口东泰s1-5910胶,进口东泰s1-5910胶,支,consumable
进口全树脂基碳带90mm*300米,进口全树脂基碳带90mm*300米,进口全树脂基碳带90mm*300米,卷,consumable
进口劳保鞋,进口劳保鞋,进口劳保鞋,双,consumable
进口振动电机整套,进口振动电机整套,进口振动电机整套,套,consumable
进口油管过滤器,进口油管过滤器,进口油管过滤器,Nos,consumable
进口液压油10L,进口液压油10L,进口液压油10L,桶,consumable
进口滤芯Φ160*505,进口滤芯Φ160*505,进口滤芯Φ160*505,只,consumable
